STEP, BUS(name, type, x, y, n.pass, root, leader), BUSSTOP(name, x, y, queue)
1,[Bus_0<man>:[x=8 ,y=8]-[PAX=2],Bus_1<man>:[x=0 ,y=0]-[PAX=0],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=3],BusStop_3:[x=8 ,y=0]-[QLine=5],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
150,[Bus_0<man>:[x=8 ,y=3]-[PAX=0],Bus_1<man>:[x=0 ,y=5]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=5]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=5]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=5]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=5]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=5]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=5]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=5]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
151,[Bus_0<man>:[x=8 ,y=2]-[PAX=0],Bus_1<man>:[x=0 ,y=6]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=6]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=6]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=6]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=6]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=6]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=6]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=6]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
152,[Bus_0<man>:[x=8 ,y=1]-[PAX=0],Bus_1<man>:[x=0 ,y=7]-[PAX=4],Bus_RB_2<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_3<robot>:[x=0 ,y=7]-[PAX=2],Bus_RB_4<robot>:[x=0 ,y=7]-[PAX=2],Bus_RB_5<robot>:[x=0 ,y=7]-[PAX=7],Bus_RB_6<robot>:[x=0 ,y=7]-[PAX=4],Bus_RB_7<robot>:[x=0 ,y=7]-[PAX=1],Bus_RB_8<robot>:[x=0 ,y=7]-[PAX=6],Bus_RB_9<robot>:[x=0 ,y=7]-[PAX=5]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=69],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
153,[Bus_0<man>:[x=8 ,y=0]-[PAX=10],Bus_1<man>:[x=0 ,y=8]-[PAX=0],Bus_RB_2<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_3<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_4<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_6<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
154,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=0],Bus_RB_2<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
155,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=0],Bus_RB_2<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=2 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
156,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=0],Bus_RB_2<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=3 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=46],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
157,[Bus_0<man>:[x=4 ,y=4]-[PAX=4],Bus_1<man>:[x=4 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=2],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
158,[Bus_0<man>:[x=5 ,y=5]-[PAX=4],Bus_1<man>:[x=3 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=5 ,y=5]-[PAX=2],Bus_RB_3<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=5 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
159,[Bus_0<man>:[x=6 ,y=6]-[PAX=4],Bus_1<man>:[x=2 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=6 ,y=6]-[PAX=2],Bus_RB_3<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=6 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
160,[Bus_0<man>:[x=7 ,y=7]-[PAX=4],Bus_1<man>:[x=1 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=7 ,y=7]-[PAX=2],Bus_RB_3<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=7 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
161,[Bus_0<man>:[x=8 ,y=8]-[PAX=0],Bus_1<man>:[x=0 ,y=0]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
162,[Bus_0<man>:[x=8 ,y=7]-[PAX=0],Bus_1<man>:[x=0 ,y=1]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
163,[Bus_0<man>:[x=8 ,y=6]-[PAX=0],Bus_1<man>:[x=0 ,y=2]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
164,[Bus_0<man>:[x=8 ,y=5]-[PAX=0],Bus_1<man>:[x=0 ,y=3]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
165,[Bus_0<man>:[x=8 ,y=4]-[PAX=0],Bus_1<man>:[x=0 ,y=4]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=4]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
166,[Bus_0<man>:[x=8 ,y=3]-[PAX=0],Bus_1<man>:[x=0 ,y=5]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=3]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=3]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
167,[Bus_0<man>:[x=8 ,y=2]-[PAX=0],Bus_1<man>:[x=0 ,y=6]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=2]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=2]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
168,[Bus_0<man>:[x=8 ,y=1]-[PAX=0],Bus_1<man>:[x=0 ,y=7]-[PAX=6],Bus_RB_2<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_3<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_5<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=1]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=49],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
169,[Bus_0<man>:[x=8 ,y=0]-[PAX=10],Bus_1<man>:[x=0 ,y=8]-[PAX=0],Bus_RB_2<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_3<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_4<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_5<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_7<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_8<robot>:[x=7 ,y=2]-[PAX=0],Bus_RB_9<robot>:[x=7 ,y=2]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
170,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=0],Bus_RB_2<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_3<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_4<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_5<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_7<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_8<robot>:[x=6 ,y=3]-[PAX=0],Bus_RB_9<robot>:[x=6 ,y=3]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
171,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=0],Bus_RB_2<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_3<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_4<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_5<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_7<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=5 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=5 ,y=4]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
172,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=0],Bus_RB_2<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_3<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_4<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_6<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=4 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=4 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=45],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
173,[Bus_0<man>:[x=4 ,y=4]-[PAX=3],Bus_1<man>:[x=4 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
174,[Bus_0<man>:[x=5 ,y=5]-[PAX=3],Bus_1<man>:[x=3 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_4<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_7<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=5 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
175,[Bus_0<man>:[x=6 ,y=6]-[PAX=3],Bus_1<man>:[x=2 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_4<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=6 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
176,[Bus_0<man>:[x=7 ,y=7]-[PAX=3],Bus_1<man>:[x=1 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_4<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=7 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
177,[Bus_0<man>:[x=8 ,y=8]-[PAX=0],Bus_1<man>:[x=0 ,y=0]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=0]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=0]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=0]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
178,[Bus_0<man>:[x=8 ,y=7]-[PAX=0],Bus_1<man>:[x=0 ,y=1]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=1]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=1]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=1]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=1]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
179,[Bus_0<man>:[x=8 ,y=6]-[PAX=0],Bus_1<man>:[x=0 ,y=2]-[PAX=3],Bus_RB_2<robot>:[x=0 ,y=2]-[PAX=5],Bus_RB_3<robot>:[x=0 ,y=2]-[PAX=4],Bus_RB_4<robot>:[x=0 ,y=2]-[PAX=3],Bus_RB_5<robot>:[x=0 ,y=2]-[PAX=6],Bus_RB_6<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_7<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=8 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=0],BusStop_3:[x=8 ,y=0]-[QLine=39],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
